index,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
20,"like the 116% hike in Arizona. Also, deductibles are so high that it is practically useless. Don't let the Schumer clowns out of this web...",FALSE,44034,NA,1/4/2017 14:01,FALSE,NA,8.16646E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10980,FALSE,FALSE,NA,NA
21,"Republicans must be careful in that the Dems own the failed ObamaCare disaster, with its poor coverage and massive premium increases......",FALSE,43831,NA,1/4/2017 13:55,FALSE,NA,8.16644E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10916,FALSE,FALSE,NA,NA
22,"things they did and said (like giving the questions to the debate to H). A total double standard! Media, as usual, gave them a pass.",FALSE,44534,NA,1/4/2017 13:31,FALSE,NA,8.16638E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10621,FALSE,FALSE,NA,NA
23,"Somebody hacked the DNC but why did they not have ""hacking defense"" like the RNC has and why have they not responded to the terrible......",FALSE,40457,NA,1/4/2017 13:27,FALSE,NA,8.16637E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10096,FALSE,FALSE,NA,NA
24,Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow,FALSE,83963,NA,1/4/2017 13:19,FALSE,NA,8.16635E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,19403,FALSE,FALSE,NA,NA
25,"""@FoxNews: Julian Assange on U.S. media coverage: “It’s very dishonest.” #Hannity https://t.co/ADcPRQifH9"" More dishonest than anyone knows",FALSE,39143,NA,1/4/2017 13:10,FALSE,NA,8.16633E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,14000,FALSE,FALSE,NA,NA
26,"Julian Assange said ""a 14 year old could have hacked Podesta"" - why was DNC so careless? Also said Russians did not give him the info!",FALSE,59129,NA,1/4/2017 12:22,FALSE,NA,8.16621E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,18003,FALSE,FALSE,NA,NA
27,"The ""Intelligence"" briefing on so-called ""Russian hacking"" was delayed until Friday, perhaps more time needed to build a case. Very strange!",FALSE,79198,NA,1/4/2017 1:14,FALSE,NA,8.16453E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,23737,FALSE,FALSE,NA,NA
28,I will be having a general news conference on JANUARY ELEVENTH in N.Y.C. Thank you.,FALSE,57145,NA,1/3/2017 23:58,FALSE,NA,8.16434E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,14560,FALSE,FALSE,NA,NA
29,"""Trump is already delivering the jobs he promised America"" https://t.co/11spTMa6Tm",FALSE,51385,NA,1/3/2017 18:44,FALSE,NA,8.16355E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,13838,FALSE,FALSE,NA,NA
30,There should be no further releases from Gitmo. These are extremely dangerous people and should not be allowed back onto the battlefield.,FALSE,81322,NA,1/3/2017 17:20,FALSE,NA,8.16333E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,20470,FALSE,FALSE,NA,NA
31,"Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for INNOVATION &amp; JOB CREATION.
https://t.co/siXrptsOrt",FALSE,53017,NA,1/3/2017 17:00,FALSE,NA,8.16328E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,12503,FALSE,FALSE,NA,NA
32,"""@DanScavino: Ford to scrap Mexico plant, invest in Michigan due to Trump policies""
https://t.co/137nUo03Gl",FALSE,51455,NA,1/3/2017 16:44,FALSE,NA,8.16324E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,15611,FALSE,FALSE,NA,NA
33,"........may be, their number one act and priority. Focus on tax reform, healthcare and so many other things of far greater importance! #DTS",FALSE,41813,NA,1/3/2017 15:07,FALSE,NA,8.163E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,9573,FALSE,FALSE,NA,NA
34,"With all that Congress has to work on, do they really have to make the weakening of the Independent Ethics Watchdog, as unfair as it",FALSE,42212,NA,1/3/2017 15:03,FALSE,NA,8.16299E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10949,FALSE,FALSE,NA,NA
35,"The Democrat Governor.of Minnesota said ""The Affordable Care Act (ObamaCare) is no longer affordable!"" - And, it is lousy healthcare.",FALSE,52543,NA,1/3/2017 12:51,FALSE,NA,8.16266E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,12602,FALSE,FALSE,NA,NA
36,"People must remember that ObamaCare just doesn't work, and it is not affordable - 116% increases (Arizona). Bill Clinton called it ""CRAZY""",FALSE,57966,NA,1/3/2017 12:46,FALSE,NA,8.16264E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,14497,FALSE,FALSE,NA,NA
37,General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border. Make in U.S.A.or pay big border tax!,FALSE,71920,NA,1/3/2017 12:30,FALSE,NA,8.1626E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,18778,FALSE,FALSE,NA,NA
38,"China has been taking out massive amounts of money &amp; wealth from the U.S. in totally one-sided trade, but won't help with North Korea. Nice!",FALSE,64035,NA,1/2/2017 23:47,FALSE,NA,8.16068E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,17656,FALSE,FALSE,NA,NA
39,North Korea just stated that it is in the final stages of developing a nuclear weapon capable of reaching parts of the U.S. It won't happen!,FALSE,91597,NA,1/2/2017 23:05,FALSE,NA,8.16058E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,26468,FALSE,FALSE,NA,NA
40,"I thought and felt I would win big, easily over the fabled 270 (306). When they cancelled fireworks, they knew, and so did I.",FALSE,62648,NA,1/2/2017 18:44,FALSE,NA,8.15992E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,13617,FALSE,FALSE,NA,NA
41,"Various media outlets and pundits say that I thought I was going to lose the election. Wrong, it all came together in the last week and.....",FALSE,46839,NA,1/2/2017 18:37,FALSE,NA,8.1599E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,9110,FALSE,FALSE,NA,NA
42,"@CNN just released a book called ""Unprecedented"" which explores the 2016 race &amp; victory. Hope it does well but used worst cover photo of me!",FALSE,13020,CNN,1/2/2017 18:32,FALSE,NA,8.15989E+17,759251,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,3874,FALSE,FALSE,NA,NA
43,"Chicago murder rate is record setting - 4,331 shooting victims with 762 murders in 2016. If Mayor can't do it he must ask for Federal help!",FALSE,62891,NA,1/2/2017 17:31,FALSE,NA,8.15974E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,17434,FALSE,FALSE,NA,NA
44,"Well, the New Year begins. We will, together, MAKE AMERICA GREAT AGAIN!",FALSE,125379,NA,1/2/2017 14:40,FALSE,NA,8.15931E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,29805,FALSE,FALSE,NA,NA
45,"TO ALL AMERICANS-
#HappyNewYear &amp; many blessings to you all! Looking forward to a wonderful &amp; prosperous 2017 as we… https://t.co/1asdMAL4iy",FALSE,125549,NA,1/1/2017 5:00,TRUE,NA,8.15422E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,33069,FALSE,FALSE,NA,NA
46,"Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz",FALSE,55081,NA,12/31/2016 18:58,FALSE,NA,8.15271E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,9511,FALSE,FALSE,NA,NA
47,"Happy New Year to all, including to my many enemies and those who have fought me and lost so badly they just don't know what to do. Love!",FALSE,350571,NA,12/31/2016 13:17,FALSE,NA,8.15185E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,143501,FALSE,FALSE,NA,NA
48,"Russians are playing @CNN and @NBCNews for such fools - funny to watch, they don't have a clue! @FoxNews totally gets it!",FALSE,84218,NA,12/30/2016 22:18,FALSE,NA,8.14959E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,23335,FALSE,FALSE,NA,NA
49,"Join @AmerIcan32, founded by Hall of Fame legend @JimBrownNFL32 on 1/19/2017 in Washington, D.C.… https://t.co/9WJZ8iTCQV",FALSE,24331,NA,12/30/2016 19:46,TRUE,NA,8.14921E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,7055,FALSE,FALSE,NA,NA
50,Great move on delay (by V. Putin) - I always knew he was very smart!,FALSE,96747,NA,12/30/2016 19:41,FALSE,NA,8.14919E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,32972,FALSE,FALSE,NA,NA
51,My Administration will follow two simple rules: https://t.co/ZWk0j4H8Qy,FALSE,45323,NA,12/29/2016 14:54,FALSE,NA,8.14485E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,11318,FALSE,FALSE,NA,NA
52,'Economists say Trump delivered hope' https://t.co/SjGBgglIuQ,FALSE,51498,NA,12/28/2016 22:06,FALSE,NA,8.14231E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,13907,FALSE,FALSE,NA,NA
53,"not anymore. The beginning of the end was the horrible Iran deal, and now this (U.N.)! Stay strong Israel, January 20th is fast approaching!",FALSE,117792,NA,12/28/2016 14:25,FALSE,NA,8.14115E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,34796,FALSE,FALSE,NA,NA
54,"We cannot continue to let Israel be treated with such total disdain and disrespect. They used to have a great friend in the U.S., but.......",FALSE,106446,NA,12/28/2016 14:19,FALSE,NA,8.14114E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,30359,FALSE,FALSE,NA,NA
55,Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!,FALSE,118126,NA,12/28/2016 14:07,FALSE,NA,8.1411E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,31977,FALSE,FALSE,NA,NA
56,"The U.S. Consumer Confidence Index for December surged nearly four points to 113.7, THE HIGHEST LEVEL IN MORE THAN 15 YEARS! Thanks Donald!",FALSE,78540,NA,12/28/2016 3:10,FALSE,NA,8.13945E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,19282,FALSE,FALSE,NA,NA
57,"President Obama campaigned hard (and personally) in the very important swing states, and lost.The voters wanted to MAKE AMERICA GREAT AGAIN!",FALSE,100100,NA,12/27/2016 21:52,FALSE,NA,8.13865E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,23361,FALSE,FALSE,NA,NA
58,"The DJT Foundation, unlike most foundations, never paid fees, rent, salaries or any expenses. 100% of money goes to wonderful charities!",FALSE,67354,NA,12/27/2016 3:06,FALSE,NA,8.13582E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,15264,FALSE,FALSE,NA,NA
59,"I gave millions of dollars to DJT Foundation, raised or recieved millions more, ALL of which is given to charity, and media won't report!",FALSE,71514,NA,12/27/2016 2:53,FALSE,NA,8.13578E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,17480,FALSE,FALSE,NA,NA
60,The world was gloomy before I won - there was no hope. Now the market is up nearly 10% and Christmas spending is over a trillion dollars!,FALSE,128878,NA,12/26/2016 23:32,FALSE,NA,8.13528E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,30351,FALSE,FALSE,NA,NA
61,"The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!",FALSE,77587,NA,12/26/2016 21:41,FALSE,NA,8.135E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,22089,FALSE,FALSE,NA,NA
62,"President Obama said that he thinks he would have won against me. He should say that but I say NO WAY! - jobs leaving, ISIS, OCare, etc.",FALSE,91577,NA,12/26/2016 21:36,FALSE,NA,8.13499E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,22397,FALSE,FALSE,NA,NA
63,"Merry Christmas and a very, very, very , very Happy New Year to everyone!",FALSE,214115,NA,12/25/2016 17:48,FALSE,NA,8.13079E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,50895,FALSE,FALSE,NA,NA
64,#MerryChristmas https://t.co/5GgDmJrGMS,FALSE,151988,NA,12/25/2016 12:46,FALSE,NA,8.13003E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,43112,FALSE,FALSE,NA,NA
65,Happy #Hanukkah https://t.co/UvZwtykV1E,FALSE,84477,NA,12/24/2016 21:44,FALSE,NA,8.12776E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,22267,FALSE,FALSE,NA,NA
66,"The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!",FALSE,83641,NA,12/24/2016 21:33,FALSE,NA,8.12773E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,19936,FALSE,FALSE,NA,NA
67,".@NBCNews purposely left out this part of my nuclear qoute: ""until such time as the world comes to its senses regarding nukes.""  Dishonest!",FALSE,63008,NA,12/24/2016 20:59,FALSE,NA,8.12765E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,16784,FALSE,FALSE,NA,NA
68,"Vladimir Putin said today about Hillary and Dems: ""In my opinion, it is humiliating. One must be able to lose with dignity.""  So true!",FALSE,113817,NA,12/24/2016 0:13,FALSE,NA,8.12451E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,32122,FALSE,FALSE,NA,NA
69,"slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?",FALSE,66237,NA,12/23/2016 21:23,FALSE,NA,8.12408E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,18179,FALSE,FALSE,NA,NA
70,"The terrorist who killed so many people in Germany said just before crime, ""by God's will we will slaughter you pigs, I swear, we will......",FALSE,52375,NA,12/23/2016 21:17,FALSE,NA,8.12407E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,19018,FALSE,FALSE,NA,NA
71,"As to the U.N., things will be different after Jan. 20th.",FALSE,99918,NA,12/23/2016 20:14,FALSE,NA,8.12391E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,34264,FALSE,FALSE,NA,NA
72,"my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!",FALSE,64708,NA,12/23/2016 11:58,FALSE,NA,8.12266E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,14667,FALSE,FALSE,NA,NA
73,"My wonderful son, Eric, will no longer be allowed to raise money for children with cancer because of a possible conflict of interest with...",FALSE,54260,NA,12/23/2016 11:53,FALSE,NA,8.12265E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,15609,FALSE,FALSE,NA,NA
74,"The so-called ""A"" list celebrities are all wanting tixs to the inauguration, but look what they did for Hillary, NOTHING. I want the PEOPLE!",FALSE,120615,NA,12/23/2016 1:59,FALSE,NA,8.12116E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,31514,FALSE,FALSE,NA,NA
75,"Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!",FALSE,62877,NA,12/22/2016 22:26,FALSE,NA,8.12062E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,15053,FALSE,FALSE,NA,NA
76,The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes,FALSE,73189,NA,12/22/2016 16:50,FALSE,NA,8.11977E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,21414,FALSE,FALSE,NA,NA
77,"Someone incorrectly stated that the phrase ""DRAIN THE SWAMP"" was no longer being used by me. Actually, we will always be trying to DTS.",FALSE,74413,NA,12/22/2016 16:41,FALSE,NA,8.11975E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,19601,FALSE,FALSE,NA,NA
78,The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont: https://t.co/s8rXKKZNF1,FALSE,35625,NA,12/22/2016 13:37,FALSE,NA,8.11929E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,10420,FALSE,FALSE,NA,NA
79,"I met some really great Air Force GENERALS and Navy ADMIRALS today, talking about airplane capability and pricing. Very impressive people!",FALSE,66433,NA,12/22/2016 3:39,FALSE,NA,8.11778E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,13162,FALSE,FALSE,NA,NA
80,I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!,FALSE,83033,NA,12/21/2016 13:29,FALSE,NA,8.11564E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,20579,FALSE,FALSE,NA,NA
81,"I would have done even better in the election, if that is possible, if the winner was based on popular vote - but would campaign differently",FALSE,54834,NA,12/21/2016 13:24,FALSE,NA,8.11563E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,12141,FALSE,FALSE,NA,NA
82,Campaigning to win the Electoral College is much more difficult &amp; sophisticated than the popular vote. Hillary focused on the wrong states!,FALSE,69649,NA,12/21/2016 13:15,FALSE,NA,8.11561E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,16129,FALSE,FALSE,NA,NA
83,"Yes, it is true - Carlos Slim, the great businessman from Mexico, called me about getting together for a meeting. We met, HE IS A GREAT GUY!",FALSE,68544,NA,12/20/2016 20:27,FALSE,NA,8.11307E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,15740,FALSE,FALSE,NA,NA
84,"especially how to get people, even with an unlimited budget, out to vote in the vital swing states ( and more). They focused on wrong states",FALSE,42486,NA,12/20/2016 13:09,FALSE,NA,8.11197E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,8987,FALSE,FALSE,NA,NA
85,"Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He ""doesn't know much"" ...",FALSE,79416,NA,12/20/2016 13:03,FALSE,NA,8.11195E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,18936,FALSE,FALSE,NA,NA
86,"""@mike_pence: Congratulations to @RealDonaldTrump; officially elected President of the United States today by the Electoral College!""",FALSE,74454,NA,12/20/2016 2:50,FALSE,NA,8.11041E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,15533,FALSE,FALSE,NA,NA
87,"""@Franklin_Graham: Congratulations to President-elect @realDonaldTrump--the electoral votes are in and it's official."" Thank you Franklin!",FALSE,50631,NA,12/20/2016 2:46,FALSE,NA,8.1104E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,10474,FALSE,FALSE,NA,NA
88,"We did it! Thank you to all of my great supporters, we just officially won the election (despite all of the distorted and inaccurate media).",FALSE,225465,NA,12/19/2016 23:51,FALSE,NA,8.10996E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,60027,FALSE,FALSE,NA,NA
89,"Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!",FALSE,115799,NA,12/19/2016 23:21,FALSE,NA,8.10988E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,39909,FALSE,FALSE,NA,NA
90,"If my many supporters acted and threatened people like those who lost the election are doing, they would be scorned &amp; called terrible names!",FALSE,136642,NA,12/18/2016 21:54,FALSE,NA,8.10604E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,36812,FALSE,FALSE,NA,NA
91,We should tell China that we don't want the drone they stole back.- let them keep it!,FALSE,66026,NA,12/18/2016 0:59,FALSE,NA,8.10288E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,18110,FALSE,FALSE,NA,NA
92,"Thank you Alabama! From now on, it’s going to be #AmericaFirst. Our goal is to bring back that wonderful phrase:… https://t.co/4UAazd7TmF",FALSE,54651,NA,12/18/2016 0:12,TRUE,NA,8.10276E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,12950,FALSE,FALSE,NA,NA
93,"Thank you Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! Watch here: https://t.co/7R382qWfWS… https://t.co/yB6u5FEfHq",FALSE,37967,NA,12/16/2016 1:32,TRUE,NA,8.09572E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,8891,FALSE,FALSE,NA,NA
94,"Join me in Mobile, Alabama on Sat. at 3pm! #ThankYouTour2016 
Tickets: https://t.co/GGgbjl8Zo6 https://t.co/opKrWO4k0C",FALSE,21984,NA,12/15/2016 22:27,FALSE,NA,8.09525E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,5561,FALSE,FALSE,NA,NA
95,"If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?",FALSE,125107,NA,12/15/2016 14:24,FALSE,NA,8.09404E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,41119,FALSE,FALSE,NA,NA
96,"The media tries so hard to make my move to the White House, as it pertains to my business, so complex - when actually it isn't!",FALSE,61166,NA,12/15/2016 13:28,FALSE,NA,8.0939E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,13870,FALSE,FALSE,NA,NA
97,"Thank you to Time Magazine and Financial Times for naming me ""Person of the Year"" - a great honor!",FALSE,57255,NA,12/15/2016 13:09,FALSE,NA,8.09385E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10793,FALSE,FALSE,NA,NA
98,"Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down, big trouble, dead! Graydon Carter, no talent, will be out!",FALSE,37492,NA,12/15/2016 13:05,FALSE,NA,8.09384E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,8946,FALSE,FALSE,NA,NA
99,.@BillGates and @JimBrownNFL32 in my Trump Tower office yesterday- two great guys! https://t.co/4PjSOEU5y9,FALSE,57881,NA,12/14/2016 18:07,FALSE,NA,8.09098E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",realDonaldTrump,14178,FALSE,FALSE,NA,NA
100,"Thank you Wisconsin! My Administration will be focused on three very important words: jobs, jobs, jobs! Watch:… https://t.co/iEGWZLuiFE",FALSE,42646,NA,12/14/2016 3:48,TRUE,NA,8.08881E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,9735,FALSE,FALSE,NA,NA
101,"Join me this Saturday at Ladd–Peebles Stadium in Mobile, Alabama! 
#ThankYouTour2016 

Tickets:… https://t.co/1RFmKCMgyw",FALSE,23244,NA,12/13/2016 21:33,TRUE,NA,8.08787E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",realDonaldTrump,6261,FALSE,FALSE,NA,NA
102,The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments.,FALSE,58928,NA,12/13/2016 12:44,FALSE,NA,8.08654E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,14539,FALSE,FALSE,NA,NA
103,Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!,FALSE,78367,NA,12/13/2016 11:57,FALSE,NA,8.08642E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,18439,FALSE,FALSE,NA,NA
104,"I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State.",FALSE,77514,NA,12/13/2016 11:43,FALSE,NA,8.08639E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,23363,FALSE,FALSE,NA,NA
105,"I will hold a press conference in the near future to discuss the business, Cabinet picks and all other topics of interest. Busy times!",FALSE,47532,NA,12/13/2016 4:41,FALSE,NA,8.08532E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",realDonaldTrump,10510,FALSE,FALSE,NA,NA
